Food Id,Food Name,Carbs,Protein,,,,,
22685,Onion Radish Salad,7.443892751,1.000496524,,,,,
22703,Sorakkai Kurma,5.840305935,1.216446548,,,,,
22802,Vanjaram Meen Kuzhambu,2.542866797,12.94537388,,,,,
22954,Roasted Walnuts,10.37735849,14.71698113,,,,,
23023,Skinnymint Tea,Teatox,0,0,,,,
23164,Myo Max Gain,Scitec,44.45652174,38.47826087,,,,
23414,Mixed Dal Cheela without Oil,21.68492697,8.668417823,,,,,
23434,Boiled Oats,7.056179775,1.528089888,,,,,
23780,Vegetable Poha without Oil,19.88807286,2.09438261,,,,,
23898,Sugarcane Juice,Raw Pressery,16.3,1.12,,,,
23940,Quinoa Puffs,57.14285714,17.85714286,,,,,
24093,Oats with Tomatoes Onions Salted,6.099160142,1.324681237,,,,,
24196,Chicken and Hummus Whole Wheat Wrap,9.581115327,11.43143096,,,,,
24377,Rajma Chawal,17.7111357,2.777196427,,,,,
24452,Mango Juice with Pulp without Sugar,12.43478261,0.4414715719,,,,,
24563,Lahsun Lal Mirch Chutney,28.2567355,5.808220256,,,,,
24713,Sajjige Rotti,28.48026856,4.418270929,,,,,
24753,Cow's Milk with Sugar,6.319678715,3.135742972,,,,,
25027,White Bread with Omelette,21.56630265,9.027929041,,,,,
25055,Puri Bhaji,33.48933699,5.477594943,,,,,
25282,Nachni Porridge,9.105523614,1.895372697,,,,,
25588,Protein Drink Mix - Chocolate,Herbalife,20.68965517,51.72413793,,,,
25650,Palkova,38.32116788,14.59854015,,,,,
25890,Khara Pongal,17.98622568,4.311355383,,,,,
25981,Oats and Milk with Nuts,19.56735029,5.162123744,,,,,
26170,Treacle,64,1.7,,,,,
26181,Arabic Bread,58.5,10,,,,,
26620,Hot Water with Afresh,0.3705882353,0.03277310924,,,,,
26995,Nutrichoice Digestive Zero,69,8,,,,,
27087,Curd with Chia seed and Apple,8.875734021,1.60706445,,,,,
27097,Greek Yogurt Vanilla Bean,Epigamia,13.79,7.52,,,,
27323,Vitamax Test SX-7 Black Onyx Multivitamin and Vitality Formula,Muscletech,0,0,,,,
27374,Tomato Onion Cheese Sandwich,19.29128492,6.13547486,,,,,
27733,Peri Peri Fries,38.14769231,3.94974359,,,,,
28163,Boiled Potato Sandwich,31.08854314,4.077652051,,,,,
28516,Boiled Spinach with Egg White,2.479623577,3.873241903,,,,,
28559,Tea with Soya Milk without Sugar,2.810928962,1.753005464,,,,,
28587,Plain Yogurt,Dannon,4.888888889,3.555555556,,,,
28632,Mango Ginger Pickle,Priya,20,3.333333333,,,,
28667,Sweet Corn Peanut Salad,16.20401253,8.422315805,,,,,
28756,Avacado Brown Bread Toast,17.35330247,4.878981481,,,,,
28769,Spicy Tostada,Taco Bell,19.46902655,6.194690265,,,,
28965,Oats With Milk Apple and Almond,11.54477494,4.481941982,,,,,
29104,Pav Bhaji Noodles,30.64708324,3.210848104,,,,,
30096,Lettuce Mayonnaise Salad,2.819262295,1.558606557,,,,,
30328,Ladoo Khus Khus,33.85543257,11.29649876,,,,,
30487,apple papita tarbuj ka salad,9.554468117,0.3450787697,,,,,
30824,Radish Pod Pickle,0.0007722007722,0,,,,,
30839,Strawberry Green Tea,10.66486486,0.2405405405,,,,,
30959,Drumstick Leaves Sambar with Moong Dal,12.28788966,3.943175186,,,,,
31101,Sprouted Moong Capsicum Paneer Salad,4.036165105,4.152991576,,,,,
31267,Mee goreng,20.94957547,7.435521649,,,,,
31590,Mutton Sambhar,5.358896689,6.495826007,,,,,
33433,Jeera and Methi Water,1.184766513,0.677253736,,,,,
33509,Peanut Butter Sandwich,44.72666667,11.55333333,,,,,
33994,Low Fat Paneer bhurji,4.739127827,9.335643896,,,,,
36634,Quinoa Paneer Salad,10.40575564,5.445321385,,,,,
37371,Sprouted Chana Moong and Boiled Peanuts Sundal,14.39224259,7.118524054,,,,,
37672,Eggfruit,36.69,1.68,,,,,
38369,Dhoda,12.44169564,3.137935767,,,,,
38389,Rava and Beetroot Idli,20.63447105,4.004276364,,,,,
38390,Cauliflower Couscous,Tesco,4.3,2.5,,,,
39076,Pumpkin Seed and Sunflower Seed,16.305,24.82,,,,,
39091,Sambar Idli,15.7941511,3.26655213,,,,,
39868,Mustard Rice,19.69092406,1.975613173,,,,,
40044,Test Pro,MuscleBlaze,17.69911504,5.309734513,,,,
40487,Pro- Nutri Loaf,The Health Factory,43.31,19.26,,,,
40628,Cereal,Oreo O's,Post,83.33333333,3.333333333,,,
40872,Tiranga Dhokla,30.44230069,5.096251527,,,,,
41106,Paneer and Vegetable Bhurji,5.284846754,6.834523821,,,,,
41285,Vietnamese Scrolling Bamboo with Chicken,4.013901926,8.990973727,,,,,
42051,Corn Flour Coated Fried Mushroom,12.51960067,2.87327787,,,,,
42550,Pork Belly Bao,17.4933099,4.558008158,,,,,
42762,Mature Cheddar Cheese,Cathedral City,0.1,28.6,,,,
44533,Chocolate Fuidge Brownie,Fiber One,72,4,,,,
44967,Alpha Test Capsule,Muscletech,0,0,,,,
45773,Nasi Ayam,20.41439036,4.145907607,,,,,
47485,Pogaca,35.54814228,7.959893433,,,,,
48130,Greek Sesame Bread Rings,40.29769108,8.483422863,,,,,
48440,Pisang Goreng,26.374083,2.761160051,,,,,
48605,Fiber Drink Soluble Prebiotic Fiber Supplement,Vital 4U,44.44444444,0,,,,
48659,Suriname Pom,9.39514327,8.149951339,,,,,
48800,Gouda Cheese,Light,Frico,0,33,,,
49340,Mikado,35.06899154,6.020729801,,,,,
49388,Sandwiches de Miga,21.65135584,10.46640602,,,,,
50333,Chicken Sosaties,0.9629617221,16.42941411,,,,,
50489,Koliva,57.95748776,8.758742989,,,,,
50535,Colombo Chicken,49.42504058,1.706578684,,,,,
54079,Nugenix Testosterone Booster,GNC,0,0,,,,
54619,Olive Oil,Disano,0,0,,,,
55249,Jackfruit Seeds and Dried Prawns Curry,8.067746126,7.241701077,,,,,
55688,Beans,Navy,Mature Seed,Raw,60.75,22.33,,
56222,Torshi Lift,3.571428571,0,,,,,
56597,Pigs in Blanket,2.216997194,12.21021515,,,,,
57370,Puchka Pakoda,17.9984679,6.458506992,,,,,
58304,Crescent Roll Dough,Original,Pillsbury,55.55555556,11.11111111,,,
58841,Garlic,Single Clove,Kashmir,23.46,6.12,,,
59550,Hello My Name is Cookie & Cream,Lindt,53,7,,,,
59904,Kuih Pie Tee,11.55733581,4.582360239,,,,,
60466,Itik Tim,2.042039862,7.35772829,,,,,
60899,Tempe Mendoan,13.70183724,11.50349314,,,,,
60930,Ayam Goreng,4.551101059,19.85218931,,,,,
61621,Turmeric Milk Masala,My Little Moppet,71.42857143,7.142857143,,,,
61810,Not Fried Baked Cake Rusk,Chai Point,55.73,8.52,,,,
61876,Kunafa with Cream,31.66294548,2.325491887,,,,,
63276,Crispy Bagbagis,0.6099204754,11.208115,,,,,
63812,Penang Hokkien Mee,7.83493983,5.39180619,,,,,
63908,Kue Pastel,55.8173785,4.226804124,,,,,
64343,Chtitha Bouzelouf,2.339040749,8.111304572,,,,,
64439,Polo Bun,50.01561743,7.782566586,,,,,
65131,Hoi Tod,9.355264016,6.863666003,,,,,
66138,Peanut Butter,Crunchy,Disano,19,25,,,
66335,Cooked Freekeh,18.60463485,5.707202883,,,,,
66402,Shamy Bread,60.28,9.5,,,,,
66414,Fasolia bi Zait,12.56353591,3.51112865,,,,,
66477,Har Lok,4.861136324,13.27773132,,,,,
67025,Kraft Tiger Biskuat,Susu Energy Biscuit,78.5,7.4,,,,
67108,Puttu Kadala curry,27.57705449,3.19344029,,,,,
71409,Buffalo Style Fried Chicken Mac & Cheese Bowl,Marie Callender's,16.25766871,7.668711656,,,,
72933,Grilled Chicken Steak with Pepper Sauce,2.658636552,18.1280573,,,,,
73195,Egg Molee,6.260923756,5.999253491,,,,,
73775,Chicken Kebab Pita,23.34393031,9.663960262,,,,,
74872,Maple Fudge,44.52013047,1.465497911,,,,,
75154,Over Dose Ice Cream Cone,Butterscotch,Cream Bell,24,2.1,,,
76123,Vanila Cakesickle,52.56417785,5.583118832,,,,,
76342,Jan Hagel Cookies,53.86449712,5.712869961,,,,,
76422,Cows Milk,Country Delight,5,3.3,,,,
77022,Couscous Mix,Herbed Chicken,Near East,73.21428571,14.28571429,,,
78097,Loobia Polo,13.14375303,4.583241849,,,,,
79165,Chaawaran jho Dodo,38.21458057,3.501623412,,,,,
79303,Gujarati Komal Drink,3.552987754,1.83387204,,,,,
79402,Active Horlicks Classic Malt Nutriotion,GSK,79,10,,,,
79579,Gluta Test,Orange Flavour,Naturyz,16,0,,,
80234,Kathiyawadi Mava Malai Cool-Fi,Vadidal,18.5,4.7,,,,
80428,Beef and Vegetable Curry,8.846493605,6.332990227,,,,,
80516,Opa Fries,OPA! Of Greece,22.45614035,1.754385965,,,,
81036,Oats,Disano,65.07,17.83,,,,
82622,Griddle Cake Sandwiches,Maple Pancakes & Sausage,Jimmy Dean,27.43362832,7.079646018,,,
